Entity,Code,Date,"Excess mortality P-scores, all ages"
Germany,DEU,2020-03-22,0.9
Germany,DEU,2020-03-29,3.95
Germany,DEU,2020-04-05,11.63
Germany,DEU,2020-04-12,14.54
Germany,DEU,2020-04-19,10.99
Germany,DEU,2020-04-26,6.51
Germany,DEU,2020-05-03,5.51
Germany,DEU,2020-05-10,1.77
Germany,DEU,2020-05-17,0.65
Germany,DEU,2020-05-24,3.45
Germany,DEU,2020-05-31,-0.27
Germany,DEU,2020-06-07,4.89
Germany,DEU,2020-06-14,3.94
Germany,DEU,2020-06-21,-1
Germany,DEU,2020-06-28,4.32
Germany,DEU,2020-07-05,-0.14
Germany,DEU,2020-07-12,0.7
Germany,DEU,2020-07-19,-1.6
Germany,DEU,2020-07-26,-3.69
Germany,DEU,2020-08-02,0.33
Germany,DEU,2020-08-09,5.41
Germany,DEU,2020-08-16,20.61
Germany,DEU,2020-08-23,6.45
Germany,DEU,2020-08-30,1.04
Germany,DEU,2020-09-06,4.13
Germany,DEU,2020-09-13,4.9
Germany,DEU,2020-09-20,7.31
Germany,DEU,2020-09-27,4.54
Germany,DEU,2020-10-04,5.52
Germany,DEU,2020-10-11,0.17
Germany,DEU,2020-10-18,2.37
Germany,DEU,2020-10-25,7.9
Germany,DEU,2020-11-01,7.52
Germany,DEU,2020-11-08,7.27
Germany,DEU,2020-11-15,9.93
Germany,DEU,2020-11-22,11.33
Germany,DEU,2020-11-29,15.88
Germany,DEU,2020-12-06,19.77
Germany,DEU,2020-12-13,26.45
Germany,DEU,2020-12-20,26.26
Germany,DEU,2020-12-27,31.29
Greece,GRC,2020-01-05,-2.73
Greece,GRC,2020-01-12,-1.65
Greece,GRC,2020-01-19,0.91
Greece,GRC,2020-01-26,-0.45
Greece,GRC,2020-02-02,7.27
Greece,GRC,2020-02-09,6.34
Greece,GRC,2020-02-16,9.71
Greece,GRC,2020-02-23,-0.19
Greece,GRC,2020-03-01,2.65
Greece,GRC,2020-03-08,8.99
Greece,GRC,2020-03-15,8.26
Greece,GRC,2020-03-22,8.8
Greece,GRC,2020-03-29,5.94
Greece,GRC,2020-04-05,4.51
Greece,GRC,2020-04-12,2.13
Greece,GRC,2020-04-19,0.69
Greece,GRC,2020-04-26,-1.91
Greece,GRC,2020-05-03,1.4
Greece,GRC,2020-05-10,-1.88
Greece,GRC,2020-05-17,15.95
Greece,GRC,2020-05-24,12.63
Greece,GRC,2020-05-31,-12.06
Greece,GRC,2020-06-07,-3.48
Greece,GRC,2020-06-14,-2.22
Greece,GRC,2020-06-21,-1.34
Greece,GRC,2020-06-28,-8.3
Greece,GRC,2020-07-05,13.24
Greece,GRC,2020-07-12,2.15
Greece,GRC,2020-07-19,0.09
Greece,GRC,2020-07-26,-0.22
Greece,GRC,2020-08-02,17.39
Greece,GRC,2020-08-09,5.15
Greece,GRC,2020-08-16,4.55
Greece,GRC,2020-08-23,9.5
Greece,GRC,2020-08-30,6.6
Greece,GRC,2020-09-06,11.1
Greece,GRC,2020-09-13,10.68
Greece,GRC,2020-09-20,12.78
Greece,GRC,2020-09-27,7.71
Greece,GRC,2020-10-04,4.72
Greece,GRC,2020-10-11,3.63
Greece,GRC,2020-10-18,-0.96
Greece,GRC,2020-10-25,1.36
Greece,GRC,2020-11-01,7.89
Greece,GRC,2020-11-08,10.81
Greece,GRC,2020-11-15,22.13
Greece,GRC,2020-11-22,33.94
Greece,GRC,2020-11-29,39.38
Greece,GRC,2020-12-06,37.13
Hungary,HUN,2020-01-05,-9.58
Hungary,HUN,2020-01-12,-11.22
Hungary,HUN,2020-01-19,-11.65
Hungary,HUN,2020-01-26,-9.83
Hungary,HUN,2020-02-02,-8.38
Hungary,HUN,2020-02-09,-14.12
Hungary,HUN,2020-02-16,-7.82
Hungary,HUN,2020-02-23,-12.51
Hungary,HUN,2020-03-01,-3.86
Hungary,HUN,2020-03-08,-7.36
Hungary,HUN,2020-03-15,-4.88
Hungary,HUN,2020-03-22,6.29
Hungary,HUN,2020-03-29,-0.02
Hungary,HUN,2020-04-05,0.57
Hungary,HUN,2020-04-12,3.79
Hungary,HUN,2020-04-19,3.24
Hungary,HUN,2020-04-26,-3.32
Hungary,HUN,2020-05-03,-4.9
Hungary,HUN,2020-05-10,-1.02
Hungary,HUN,2020-05-17,3.18
Hungary,HUN,2020-05-24,-7.24
Hungary,HUN,2020-05-31,-4.14
Hungary,HUN,2020-06-07,5.96
Hungary,HUN,2020-06-14,-0.17
Hungary,HUN,2020-06-21,-7.96
Hungary,HUN,2020-06-28,3.13
Hungary,HUN,2020-07-05,4.28
Hungary,HUN,2020-07-12,-4.73
Hungary,HUN,2020-07-19,-7.38
Hungary,HUN,2020-07-26,-9.6
Hungary,HUN,2020-08-02,2.1
Hungary,HUN,2020-08-09,1.19
Hungary,HUN,2020-08-16,-1.8
Hungary,HUN,2020-08-23,1.41
Hungary,HUN,2020-08-30,-3.91
Hungary,HUN,2020-09-06,-0.16
Hungary,HUN,2020-09-13,2.58
Hungary,HUN,2020-09-20,6.69
Hungary,HUN,2020-09-27,4.4
Hungary,HUN,2020-10-04,6.48
Hungary,HUN,2020-10-11,4.36
Hungary,HUN,2020-10-18,13.02
Hungary,HUN,2020-10-25,23.11
Hungary,HUN,2020-11-01,31.8
Hungary,HUN,2020-11-08,44.99
Hungary,HUN,2020-11-15,60.34
Hungary,HUN,2020-11-22,54.12
Hungary,HUN,2020-11-29,58.47
Hungary,HUN,2020-12-06,51.39
Hungary,HUN,2020-12-13,47.11
Hungary,HUN,2020-12-20,32.65
Hungary,HUN,2020-12-27,29.84
Iceland,ISL,2020-01-05,24.45
Iceland,ISL,2020-01-12,15.06
Iceland,ISL,2020-01-19,17.12
Iceland,ISL,2020-01-26,23.32
Iceland,ISL,2020-02-02,-14.47
Iceland,ISL,2020-02-09,-1.67
Iceland,ISL,2020-02-16,3.81
Iceland,ISL,2020-02-23,3.9
Iceland,ISL,2020-03-01,-1.38
Iceland,ISL,2020-03-08,10.36
Iceland,ISL,2020-03-15,-7.08
Iceland,ISL,2020-03-22,-6.25
Iceland,ISL,2020-03-29,-11.02
Iceland,ISL,2020-04-05,15.21
Iceland,ISL,2020-04-12,10.36
Iceland,ISL,2020-04-19,23.46
Iceland,ISL,2020-04-26,-21.17
Iceland,ISL,2020-05-03,9.45
Iceland,ISL,2020-05-10,-11.06
Iceland,ISL,2020-05-17,-2.84
Iceland,ISL,2020-05-24,14.68
Iceland,ISL,2020-05-31,17.37
Iceland,ISL,2020-06-07,-24.44
Iceland,ISL,2020-06-14,-1.52
Iceland,ISL,2020-06-21,-17.11
Iceland,ISL,2020-06-28,-27.66
Iceland,ISL,2020-07-05,-18.6
Iceland,ISL,2020-07-12,20.42
Iceland,ISL,2020-07-19,7.14
Iceland,ISL,2020-07-26,-22.22
Iceland,ISL,2020-08-02,-2.78
Iceland,ISL,2020-08-09,-4.64
Iceland,ISL,2020-08-16,10.26
Iceland,ISL,2020-08-23,-22.02
Iceland,ISL,2020-08-30,-21.79
Iceland,ISL,2020-09-06,40.31
Iceland,ISL,2020-09-13,-5.66
Iceland,ISL,2020-09-20,8.17
Iceland,ISL,2020-09-27,-26
Iceland,ISL,2020-10-04,-12.74
Iceland,ISL,2020-10-11,20.28
Iceland,ISL,2020-10-18,11.37
Iceland,ISL,2020-10-25,4.35
Iceland,ISL,2020-11-01,32.85
Iceland,ISL,2020-11-08,30.21
Iceland,ISL,2020-11-15,14.89
Iceland,ISL,2020-11-22,1.81
Iceland,ISL,2020-11-29,-20.45
Iceland,ISL,2020-12-06,-6.7
Iceland,ISL,2020-12-13,9
Iceland,ISL,2020-12-20,-1.83
Iceland,ISL,2020-12-27,23.81
Iceland,ISL,2021-01-03,-28.57
Israel,ISR,2020-01-05,7.89
Israel,ISR,2020-01-12,-4.19
Israel,ISR,2020-01-19,6.37
Israel,ISR,2020-01-26,-4.56
Israel,ISR,2020-02-02,-6.14
Israel,ISR,2020-02-09,-10.27
Israel,ISR,2020-02-16,-2.39
Israel,ISR,2020-02-23,0.47
Israel,ISR,2020-03-01,-6.02
Israel,ISR,2020-03-08,-1.06
Israel,ISR,2020-03-15,4.66
Israel,ISR,2020-03-22,3.36
Israel,ISR,2020-03-29,10.35
Israel,ISR,2020-04-05,18.44
Israel,ISR,2020-04-12,4.93
Israel,ISR,2020-04-19,12.42
Israel,ISR,2020-04-26,5.61
Israel,ISR,2020-05-03,1.86
Israel,ISR,2020-05-10,4.87
Israel,ISR,2020-05-17,5.72
Israel,ISR,2020-05-24,20.31
Israel,ISR,2020-05-31,6.22
Israel,ISR,2020-06-07,4.49
Israel,ISR,2020-06-14,4.25
Israel,ISR,2020-06-21,3.69
Israel,ISR,2020-06-28,2.69
Israel,ISR,2020-07-05,1.04
Israel,ISR,2020-07-12,10.36
Israel,ISR,2020-07-19,10.27
Israel,ISR,2020-07-26,3.16
Israel,ISR,2020-08-02,22.42
Israel,ISR,2020-08-09,9.59
Israel,ISR,2020-08-16,23.01
Israel,ISR,2020-08-23,17.49
Israel,ISR,2020-08-30,15.27
Israel,ISR,2020-09-06,16.19
Israel,ISR,2020-09-13,26.21
Israel,ISR,2020-09-20,30.05
Israel,ISR,2020-09-27,31.44
Israel,ISR,2020-10-04,28.53
Israel,ISR,2020-10-11,38.97
Israel,ISR,2020-10-18,31.14
Israel,ISR,2020-10-25,27.96
Israel,ISR,2020-11-01,11.26
Israel,ISR,2020-11-08,7.77
Israel,ISR,2020-11-15,-5.05
Israel,ISR,2020-11-22,10.46
Israel,ISR,2020-11-29,2.83
Israel,ISR,2020-12-06,6
Israel,ISR,2020-12-13,1.38
Israel,ISR,2020-12-20,5.31
Israel,ISR,2020-12-27,0.9
Israel,ISR,2021-01-03,9.83
Israel,ISR,2021-01-10,7.1
Italy,ITA,2020-01-05,-14.02
Italy,ITA,2020-01-12,-11.98
Italy,ITA,2020-01-19,-10.14
Italy,ITA,2020-01-26,-7.2
Italy,ITA,2020-02-02,-7.03
Italy,ITA,2020-02-09,-6.55
Italy,ITA,2020-02-16,-4.74
Italy,ITA,2020-02-23,-5.49
Italy,ITA,2020-03-01,-1.81
Italy,ITA,2020-03-08,7.81
Italy,ITA,2020-03-15,37.44
Italy,ITA,2020-03-22,71.8
Italy,ITA,2020-03-29,84.41
Italy,ITA,2020-04-05,67.82
Italy,ITA,2020-04-12,54.82
Italy,ITA,2020-04-19,39.08
Italy,ITA,2020-04-26,24.3
Italy,ITA,2020-05-03,12.67
Italy,ITA,2020-05-10,7.93
Italy,ITA,2020-05-17,5.52
Italy,ITA,2020-05-24,-0.17
Italy,ITA,2020-05-31,-2.23
Italy,ITA,2020-06-07,-3.06
Italy,ITA,2020-06-14,-6.13
Italy,ITA,2020-06-21,-1.27
Italy,ITA,2020-06-28,6.49
Italy,ITA,2020-07-05,6.71
Italy,ITA,2020-07-12,-3.12
Italy,ITA,2020-07-19,-6.16
Italy,ITA,2020-07-26,-5.28
Italy,ITA,2020-08-02,6.71
Italy,ITA,2020-08-09,-1.56
Italy,ITA,2020-08-16,8.1
Italy,ITA,2020-08-23,7.45
Italy,ITA,2020-08-30,6.33
Italy,ITA,2020-09-06,3.54
Italy,ITA,2020-09-13,6.33
Italy,ITA,2020-09-20,6.7
Italy,ITA,2020-09-27,-0.02
Italy,ITA,2020-10-04,4.84
Italy,ITA,2020-10-11,1.91
Italy,ITA,2020-10-18,7
Italy,ITA,2020-10-25,19.7
Italy,ITA,2020-11-01,30.33
Latvia,LVA,2020-01-05,-2.45
Latvia,LVA,2020-01-12,-5.23
Latvia,LVA,2020-01-19,-14.71
Latvia,LVA,2020-01-26,-10.02
Latvia,LVA,2020-02-02,-9.18
Latvia,LVA,2020-02-09,-9.52
Latvia,LVA,2020-02-16,-10.2
Latvia,LVA,2020-02-23,-12.74
Latvia,LVA,2020-03-01,-28.96
Latvia,LVA,2020-03-08,-22.47
Latvia,LVA,2020-03-15,-13.58
Latvia,LVA,2020-03-22,-6.26
Latvia,LVA,2020-03-29,-11.24
Latvia,LVA,2020-04-05,-3.71
Latvia,LVA,2020-04-12,-14.67
Latvia,LVA,2020-04-19,3.84
Latvia,LVA,2020-04-26,-2.45
Latvia,LVA,2020-05-03,4.39
Latvia,LVA,2020-05-10,6.8
Latvia,LVA,2020-05-17,-1.85
Latvia,LVA,2020-05-24,6.7
Latvia,LVA,2020-05-31,-3.99
Latvia,LVA,2020-06-07,0.24
Latvia,LVA,2020-06-14,9.86
Latvia,LVA,2020-06-21,-5.71
Latvia,LVA,2020-06-28,-4.12
Latvia,LVA,2020-07-05,21.98
Latvia,LVA,2020-07-12,-7.77
Latvia,LVA,2020-07-19,-5.2
Latvia,LVA,2020-07-26,-0.56
Latvia,LVA,2020-08-02,0.81
Latvia,LVA,2020-08-09,-3.1
Latvia,LVA,2020-08-16,3.48
Latvia,LVA,2020-08-23,10.6
Latvia,LVA,2020-08-30,4.87
Latvia,LVA,2020-09-06,-3.57
Latvia,LVA,2020-09-13,-2.58
Latvia,LVA,2020-09-20,-1.78
Latvia,LVA,2020-09-27,-9.4
Latvia,LVA,2020-10-04,4.62
Latvia,LVA,2020-10-11,-0.46
Latvia,LVA,2020-10-18,-5.25
Latvia,LVA,2020-10-25,8.28
Latvia,LVA,2020-11-01,1.63
Latvia,LVA,2020-11-08,6.68
Latvia,LVA,2020-11-15,8.33
Latvia,LVA,2020-11-22,11.55
Latvia,LVA,2020-11-29,8.49
Latvia,LVA,2020-12-06,14.09
Latvia,LVA,2020-12-13,21.22
Latvia,LVA,2020-12-20,27.42
Latvia,LVA,2020-12-27,-7.71
Latvia,LVA,2021-01-03,34.59
Latvia,LVA,2021-01-10,65.36
Latvia,LVA,2021-01-17,35.94
Lithuania,LTU,2020-01-05,-6.37
Lithuania,LTU,2020-01-12,-8.42
Lithuania,LTU,2020-01-19,-14.46
Lithuania,LTU,2020-01-26,-13.96
Lithuania,LTU,2020-02-02,-16.41
Lithuania,LTU,2020-02-09,-15.07
Lithuania,LTU,2020-02-16,-7.67
Lithuania,LTU,2020-02-23,-21.11
Lithuania,LTU,2020-03-01,-6.78
Lithuania,LTU,2020-03-08,-8.13
Lithuania,LTU,2020-03-15,-5.66
Lithuania,LTU,2020-03-22,-0.3
Lithuania,LTU,2020-03-29,3.64
Lithuania,LTU,2020-04-05,-2.71
Lithuania,LTU,2020-04-12,1.65
Lithuania,LTU,2020-04-19,-0.28
Lithuania,LTU,2020-04-26,2.86
Lithuania,LTU,2020-05-03,2.67
Lithuania,LTU,2020-05-10,-6
Lithuania,LTU,2020-05-17,-0.57
Lithuania,LTU,2020-05-24,-7.91
Lithuania,LTU,2020-05-31,-0.72
Lithuania,LTU,2020-06-07,-1.08
Lithuania,LTU,2020-06-14,14.95
Lithuania,LTU,2020-06-21,6.92
Lithuania,LTU,2020-06-28,10.84
Lithuania,LTU,2020-07-05,-1.23
Lithuania,LTU,2020-07-12,-0.28
Lithuania,LTU,2020-07-19,7.86
Lithuania,LTU,2020-07-26,0.68
Lithuania,LTU,2020-08-02,2.38
Lithuania,LTU,2020-08-09,0.97
Lithuania,LTU,2020-08-16,6.54
Lithuania,LTU,2020-08-23,12.82
Lithuania,LTU,2020-08-30,1
Lithuania,LTU,2020-09-06,-1.86
Lithuania,LTU,2020-09-13,9.46
Lithuania,LTU,2020-09-20,2.07
Lithuania,LTU,2020-09-27,8.32
Lithuania,LTU,2020-10-04,-0.92
Lithuania,LTU,2020-10-11,5.38
Lithuania,LTU,2020-10-18,6.07
Lithuania,LTU,2020-10-25,8.35
Lithuania,LTU,2020-11-01,-2.66
Lithuania,LTU,2020-11-08,17.87
Lithuania,LTU,2020-11-15,25.97
Lithuania,LTU,2020-11-22,45.77
Lithuania,LTU,2020-11-29,45.77
Lithuania,LTU,2020-12-06,59.27
Lithuania,LTU,2020-12-13,60.85
Lithuania,LTU,2020-12-20,73.52
Lithuania,LTU,2020-12-27,67.19
Lithuania,LTU,2021-01-03,49.32
Lithuania,LTU,2021-01-10,36.62
Luxembourg,LUX,2020-01-05,-27.42
Luxembourg,LUX,2020-01-12,-8.03
Luxembourg,LUX,2020-01-19,2.97
Luxembourg,LUX,2020-01-26,-2.47
Luxembourg,LUX,2020-02-02,-9.47
Luxembourg,LUX,2020-02-09,-7.22
Luxembourg,LUX,2020-02-16,-29.01
Luxembourg,LUX,2020-02-23,-5.97
Luxembourg,LUX,2020-03-01,-15.53
Luxembourg,LUX,2020-03-08,-10.78
Luxembourg,LUX,2020-03-15,11.52
Luxembourg,LUX,2020-03-22,3.49
Luxembourg,LUX,2020-03-29,29.93
Luxembourg,LUX,2020-04-05,7.66
Luxembourg,LUX,2020-04-12,62.01
Luxembourg,LUX,2020-04-19,12.66
Luxembourg,LUX,2020-04-26,13.21
Luxembourg,LUX,2020-05-03,-3.9
Luxembourg,LUX,2020-05-10,26.42
Luxembourg,LUX,2020-05-17,7.84
Luxembourg,LUX,2020-05-24,2.09
Luxembourg,LUX,2020-05-31,14.16
Luxembourg,LUX,2020-06-07,-1.08
Luxembourg,LUX,2020-06-14,-7.51
Luxembourg,LUX,2020-06-21,17.12
Luxembourg,LUX,2020-06-28,-1.16
Luxembourg,LUX,2020-07-05,-5.59
Luxembourg,LUX,2020-07-12,-9.2
Luxembourg,LUX,2020-07-19,-0.28
Luxembourg,LUX,2020-07-26,-5.08
Luxembourg,LUX,2020-08-02,18.67
Luxembourg,LUX,2020-08-09,26.01
Luxembourg,LUX,2020-08-16,35.14
Luxembourg,LUX,2020-08-23,10.12
Luxembourg,LUX,2020-08-30,-19.74
Luxembourg,LUX,2020-09-06,13.16
Luxembourg,LUX,2020-09-13,-1.08
Luxembourg,LUX,2020-09-20,32.05
Luxembourg,LUX,2020-09-27,-8.42
Luxembourg,LUX,2020-10-04,7.51
Luxembourg,LUX,2020-10-11,-17.45
Luxembourg,LUX,2020-10-18,14.97
Luxembourg,LUX,2020-10-25,23.66
Luxembourg,LUX,2020-11-01,15.02
Luxembourg,LUX,2020-11-08,38.55
Luxembourg,LUX,2020-11-15,48.99
Luxembourg,LUX,2020-11-22,48.24
Luxembourg,LUX,2020-11-29,83.29
Luxembourg,LUX,2020-12-06,42.49
Netherlands,NLD,2020-01-05,-5.45
Netherlands,NLD,2020-01-12,0.34
Netherlands,NLD,2020-01-19,-4.01
Netherlands,NLD,2020-01-26,-8.71
Netherlands,NLD,2020-02-02,-4.45
Netherlands,NLD,2020-02-09,-2.94
Netherlands,NLD,2020-02-16,-4.05
Netherlands,NLD,2020-02-23,-12.69
Netherlands,NLD,2020-03-01,-6.4
Netherlands,NLD,2020-03-08,-6.99
Netherlands,NLD,2020-03-15,0.85
Netherlands,NLD,2020-03-22,17.83
Netherlands,NLD,2020-03-29,46.53
Netherlands,NLD,2020-04-05,74.62
Netherlands,NLD,2020-04-12,74.98
Netherlands,NLD,2020-04-19,52.09
Netherlands,NLD,2020-04-26,39.73
Netherlands,NLD,2020-05-03,23.72
Netherlands,NLD,2020-05-10,7.31
Netherlands,NLD,2020-05-17,1.92
Netherlands,NLD,2020-05-24,1.85
Netherlands,NLD,2020-05-31,0.63
Netherlands,NLD,2020-06-07,1.39
Netherlands,NLD,2020-06-14,2.33
Netherlands,NLD,2020-06-21,2.96
Netherlands,NLD,2020-06-28,-0.02
Netherlands,NLD,2020-07-05,-3.67
Netherlands,NLD,2020-07-12,-0.61
Netherlands,NLD,2020-07-19,-4.89
Netherlands,NLD,2020-07-26,-0.52
Netherlands,NLD,2020-08-02,2.65
Netherlands,NLD,2020-08-09,0.43
Netherlands,NLD,2020-08-16,24.73
Netherlands,NLD,2020-08-23,9.71
Netherlands,NLD,2020-08-30,4.99
Netherlands,NLD,2020-09-06,4.75
Netherlands,NLD,2020-09-13,3.63
Netherlands,NLD,2020-09-20,3.53
Netherlands,NLD,2020-09-27,7.29
Netherlands,NLD,2020-10-04,10.24
Netherlands,NLD,2020-10-11,7.32
Netherlands,NLD,2020-10-18,16.77
Netherlands,NLD,2020-10-25,23.13
Netherlands,NLD,2020-11-01,31.86
Netherlands,NLD,2020-11-08,26.2
Netherlands,NLD,2020-11-15,25.56
Netherlands,NLD,2020-11-22,14.66
Netherlands,NLD,2020-11-29,17.15
Netherlands,NLD,2020-12-06,18.74
Netherlands,NLD,2020-12-13,17.29
Netherlands,NLD,2020-12-20,27.24
Netherlands,NLD,2020-12-27,28.07
Netherlands,NLD,2021-01-03,35.51
Netherlands,NLD,2021-01-10,24.9
Netherlands,NLD,2021-01-17,13.61
Netherlands,NLD,2021-01-24,16.23
New Zealand,NZL,2020-01-05,3.97
New Zealand,NZL,2020-01-12,-1.19
New Zealand,NZL,2020-01-19,11.59
New Zealand,NZL,2020-01-26,4.21
New Zealand,NZL,2020-02-02,7.33
New Zealand,NZL,2020-02-09,3.7
New Zealand,NZL,2020-02-16,11.93
New Zealand,NZL,2020-02-23,9.18
New Zealand,NZL,2020-03-01,3.05
New Zealand,NZL,2020-03-08,5.96
New Zealand,NZL,2020-03-15,2.04
New Zealand,NZL,2020-03-22,6.11
New Zealand,NZL,2020-03-29,3.23
New Zealand,NZL,2020-04-05,6.22
New Zealand,NZL,2020-04-12,11.11
New Zealand,NZL,2020-04-19,7.79
New Zealand,NZL,2020-04-26,4.19
New Zealand,NZL,2020-05-03,-8.18
New Zealand,NZL,2020-05-10,-0.41
New Zealand,NZL,2020-05-17,0.75
New Zealand,NZL,2020-05-24,-4.46
New Zealand,NZL,2020-05-31,-8.82
New Zealand,NZL,2020-06-07,-6.96
New Zealand,NZL,2020-06-14,-3.54
New Zealand,NZL,2020-06-21,-6.14
New Zealand,NZL,2020-06-28,-7.99
New Zealand,NZL,2020-07-05,-9.38
New Zealand,NZL,2020-07-12,-12.48
New Zealand,NZL,2020-07-19,-3.61
New Zealand,NZL,2020-07-26,-6.36
New Zealand,NZL,2020-08-02,-7.85
New Zealand,NZL,2020-08-09,-12.64
New Zealand,NZL,2020-08-16,-11.55
New Zealand,NZL,2020-08-23,-4.57
New Zealand,NZL,2020-08-30,-12.59
New Zealand,NZL,2020-09-06,-5.01
New Zealand,NZL,2020-09-13,-8.52
New Zealand,NZL,2020-09-20,-10.35
New Zealand,NZL,2020-09-27,-5.56
New Zealand,NZL,2020-10-04,1.24
New Zealand,NZL,2020-10-11,-7.1
New Zealand,NZL,2020-10-18,0
New Zealand,NZL,2020-10-25,12.14
New Zealand,NZL,2020-11-01,-5.82
New Zealand,NZL,2020-11-08,3.08
New Zealand,NZL,2020-11-15,-0.31
New Zealand,NZL,2020-11-22,-0.07
New Zealand,NZL,2020-11-29,9.96
New Zealand,NZL,2020-12-06,11.28
New Zealand,NZL,2020-12-13,6.06
New Zealand,NZL,2020-12-20,14.53
New Zealand,NZL,2020-12-27,5.87
New Zealand,NZL,2021-01-03,12.7
New Zealand,NZL,2021-01-10,14.68
Northern Ireland,,2020-01-05,-14.11
Northern Ireland,,2020-01-12,-1.45
Northern Ireland,,2020-01-19,5.76
Northern Ireland,,2020-01-26,-8.44
Northern Ireland,,2020-02-02,-8.96
Northern Ireland,,2020-02-09,0.42
Northern Ireland,,2020-02-16,-3.35
Northern Ireland,,2020-02-23,-16.95
Northern Ireland,,2020-03-01,4.08
Northern Ireland,,2020-03-08,-9.88
Northern Ireland,,2020-03-15,3.71
Northern Ireland,,2020-03-22,-14.4
Northern Ireland,,2020-03-29,-6.76
Northern Ireland,,2020-04-05,56.68
Northern Ireland,,2020-04-12,45.19
Northern Ireland,,2020-04-19,45.7
Northern Ireland,,2020-04-26,56.98
Northern Ireland,,2020-05-03,43.38
Northern Ireland,,2020-05-10,20.95
Northern Ireland,,2020-05-17,34.88
Northern Ireland,,2020-05-24,10.85
Northern Ireland,,2020-05-31,23.05
Northern Ireland,,2020-06-07,4.25
Northern Ireland,,2020-06-14,2.89
Northern Ireland,,2020-06-21,5.53
Northern Ireland,,2020-06-28,4.31
Northern Ireland,,2020-07-05,3.66
Northern Ireland,,2020-07-12,17.82
Northern Ireland,,2020-07-19,-10.58
Northern Ireland,,2020-07-26,9.41
Northern Ireland,,2020-08-02,-1.87
Northern Ireland,,2020-08-09,8.86
Northern Ireland,,2020-08-16,5.22
Northern Ireland,,2020-08-23,14.48
Northern Ireland,,2020-08-30,22.57
Northern Ireland,,2020-09-06,-9.65
Northern Ireland,,2020-09-13,0.82
Northern Ireland,,2020-09-20,17.43
Northern Ireland,,2020-09-27,13.33
Northern Ireland,,2020-10-04,11.19
Northern Ireland,,2020-10-11,17.97
Northern Ireland,,2020-10-18,-5.63
Northern Ireland,,2020-10-25,39.44
Northern Ireland,,2020-11-01,28.22
Northern Ireland,,2020-11-08,32.28
Northern Ireland,,2020-11-15,29.63
Northern Ireland,,2020-11-22,27.58
Northern Ireland,,2020-11-29,11.9
Northern Ireland,,2020-12-06,20.34
Northern Ireland,,2020-12-13,7.65
Northern Ireland,,2020-12-20,3.67
Norway,NOR,2020-01-05,-6.43
Norway,NOR,2020-01-12,3.75
Norway,NOR,2020-01-19,-7.85
Norway,NOR,2020-01-26,-2.58
Norway,NOR,2020-02-02,-8.96
Norway,NOR,2020-02-09,-7.41
Norway,NOR,2020-02-16,-1.9
